M,p0,TAU,quantpred
9F9636338526799559E7F63,0,3,0.65
9F9E365415340991399EB0A,1,3,0.65
9FAC36627950590103CEC58,1,4,0.55
9FAE3637464629995A5E118,1,4,0.55
9FBD36382596175010F458E,1,2,0.75
9FDE36643646547375C1391,1,2,0.75
9FE33659704424666FDB38A,1,4,0.55
9FF3361292510020008A7B8,1,3,0.65
A00536286971025643A63F0,0,3,0.65
A0243618943149437AC6998,1,3,0.65
A02436358758510505B816E,1,0,0.95
A0313655539719269B1CF68,1,5,0.45
A033366619316928593ACEC,0,6,0.35
A05236546212515929DA4CF,1,3,0.65
A05436517399282249AB3E6,1,2,0.75
A07E3627299407056930F94,1,2,0.75
A08C3655534306428EE8685,1,4,0.55
A095362130080958944F888,1,4,0.55
A0C336510357518572F8BCE,1,3,0.65
A0D73616625213133114740,1,9,0.05
A0DE3660786648974323B28,1,1,0.85
A0E53653596370179B21900,1,3,0.65
A0F63679671999648B4E0FB,1,9,0.05
A11436612805581774F8C03,1,2,0.75
A12136862080488241255F1,1,3,0.65
A1243631188537156075A1E,1,3,0.65
A1263629173030024AA6FA2,1,2,0.75
A135368103802763428FCB3,1,4,0.55
A13936505962171447E9527,1,3,0.65
A147365384797404510ADB6,1,3,0.65
A16936424135217672FFA92,1,2,0.75
A1753639293184935708FAB,0,4,0.55
A179362109613229810FB2A,1,3,0.65
A1B0363626646898666DDB7,0,2,0.75
A1C036651173300042DBC7C,1,3,0.65
A1DA36350982423384FC3EB,1,3,0.65
A1DB36213966982195A34FC,1,3,0.65
A2253621872048814B1C572,1,7,0.25
A24236617318922724ECD49,1,3,0.65
A25A36593491034452B3BD6,1,3,0.65
A2693651871531176A80BD3,0,8,0.15
A26F3628253652627088DB1,1,3,0.65
A27F36360702098117F3DEA,1,0,0.95
A28236126561727289DA352,1,8,0.15
A2AC36252789689123148A4,1,3,0.65
A2C1365527059676519E623,1,3,0.65
A2C63651927608236ED87FD,1,6,0.35
A2CE3648945341607B62498,1,5,0.45
A2CF3646047430708C12EFA,1,3,0.65
A2DB36669274663852A60F1,1,5,0.45
A2E23611978123505E2E357,1,4,0.55
A2E63643277665696D47A5E,1,3,0.65
A2EC3638559391042A7F9FE,1,3,0.65
A2EF3660505888124AF5053,1,3,0.65
A2FF3631744006220C22FA9,1,4,0.55
A3053619285713103B75F32,1,3,0.65
A3133670238683389C37F8E,1,7,0.25
A31C368258135390438CB35,1,5,0.45
A32636292219698553E0BB3,0,3,0.65
A3273652335026788FA5166,1,4,0.55
A32B36437618507274B2F92,1,5,0.45
A33536295591261322587C9,1,3,0.65
A34E3625023006202D725A8,1,4,0.55
A35F364219850813892D436,1,1,0.85
A36436216534122210143FB,1,4,0.55
A36536440821532161686B2,0,5,0.45
A3783638046001613B98A89,1,3,0.65
A3A33654094292393E3BB4B,1,4,0.55
A3D6363755787745183E13D,0,3,0.65
A3D83650414865494D9DE74,0,2,0.75
A3F836118573605616392EE,1,3,0.65
A4093626012310398BA703C,1,2,0.75
A437364783183091771CEED,1,3,0.65
A44D36729294337649DDF95,1,6,0.35
A46636671347708055AE8AD,1,2,0.75
A46E3641991253563AC6F94,0,3,0.65
A49636577660561946C0E76,1,4,0.55
A5023624037401825D00FDC,0,3,0.65
A50B3644352565313DBF89D,0,3,0.65
A54536480077536544EDE7F,1,3,0.65
A545365979052441819773F,1,3,0.65
A549362558912889624F115,1,3,0.65
A54A365082817463870867A,1,3,0.65
A55036258269762826971F5,1,6,0.35
A55236134568077940A7DFA,1,3,0.65
A5523641303920788DF0DC3,1,3,0.65
A55B3638506161577641ABB,1,6,0.35
A5613627037953717067072,1,3,0.65
A5623653049668034512AEE,1,3,0.65
A56B362311057604050D8BF,1,3,0.65
A5853622311834482B474CD,1,2,0.75
A5863640874430747FD394F,1,9,0.05
A58D3648107812972043471,0,6,0.35
A5A936489737822442D9201,1,3,0.65
A5B5362834969328773ED4D,1,2,0.75
A5DD365328290748154DB6A,1,7,0.25
A5DD3660595057006A2E902,1,5,0.45
A5E636592587451309A14C7,1,2,0.75
A5F13657607043822709A54,1,2,0.75
A5F8365210458918386BF73,1,4,0.55
A60E3637132145587D5F030,1,3,0.65
A61A363304930383984CE84,1,4,0.55
A62736165909095818E41FC,1,3,0.65
A64436344472124992AC8E8,0,3,0.65
A6463651545904813C952B7,1,3,0.65
A6523618656659157783B73,1,3,0.65
A65A3655343556174BFE935,1,5,0.45
A6773646313973238A33299,0,2,0.75
A6CA36558985146750FD64A,1,2,0.75
A6D33618581810808EDF56B,1,3,0.65
A6F436156587521950057FF,1,3,0.65
A70136645324162139A5A8C,1,2,0.75
A7053622726195897C68FD6,1,0,0.95
A70C36404361851318B6052,0,4,0.55
A71C3639027249061D3DD09,1,2,0.75
A725362651848209722AF41,1,5,0.45
A7253638305699964B6C18B,1,2,0.75
A72A3672871746746279F74,1,8,0.15
A74E3680019055918CDAD27,1,9,0.05
A75C366186905519199DC38,0,9,0.05
A77D366955957338809C4DF,1,3,0.65
A7813627654434642091BE7,1,4,0.55
A7903615634514728FC7C48,1,6,0.35
A79A365674076862667F781,1,3,0.65
A7B03633531876137389C08,0,3,0.65
A7B53619230608319DE3426,1,2,0.75
A7B53639845615655A6DFC2,1,3,0.65
A7B63622315554540F2BDB7,1,4,0.55
A7D83662854724224F1E89E,1,4,0.55
A7E136538465082063D8CFC,1,3,0.65
A7E83646987739365B3A14B,1,3,0.65
A7F03649138847439E4CF3F,1,3,0.65
A7FD36275359311031D7233,1,9,0.05
A80536502649883445F3664,1,3,0.65
A81036223553055588B2EB7,1,3,0.65
A81736314791851728C53BF,1,4,0.55
A8193654700387672502CBB,1,4,0.55
A81B367568974082717C94E,1,0,0.95
A8303629084291717D39D6B,1,3,0.65
A835362442478592531558F,1,2,0.75
A84B36369144699912F05FD,1,3,0.65
A84E3660024071354F9192A,1,2,0.75
A85736256815394721034FD,1,3,0.65
A8653631372627043DD07AF,0,3,0.65
A86536330136329799AC77F,1,2,0.75
A86B36333448917493E7D88,1,3,0.65
A87236120199467038DE8C0,0,2,0.75
A88036872751882375906E7,1,3,0.65
A88136445834097006DB7EF,1,3,0.65
A88D3654392314766CC7B3D,1,4,0.55
A88E362297386571371A981,1,2,0.75
A8973662935509457239835,1,2,0.75
A8A236604561816597DA9FC,1,5,0.45
A8DC36564739800719F5F49,1,3,0.65
A8E73658027725822101BC5,0,5,0.45
A90636218963637491BCCAC,1,2,0.75
A90E36436748457939F75AE,1,2,0.75
A91936502960770667D1CDD,1,0,0.95
A93C367361835230634B49A,1,9,0.05
A94C36495728720770C603C,1,3,0.65
A94F3665344422245D3E378,1,3,0.65
A9783633364449874109481,1,4,0.55
A97E3625681746366EDED0A,1,4,0.55
A97F3627408389052EC0CF4,1,2,0.75
A98C364207845912751B1CB,1,2,0.75
A99136657562989778403C9,1,2,0.75
A9933658193254101A00CE1,1,2,0.75
A9973631148560774347505,1,3,0.65
A9A63656660949884DD7330,1,6,0.35
A9AE3661910598565226798,1,4,0.55
A9BD3629327167677145F0A,1,4,0.55
A9CE3665295805113AA5BA8,1,7,0.25
A9CF362293473332018285F,1,2,0.75
A9D93618633421644C9AFE6,0,3,0.65
A9DC3659783881049D9D0C1,1,2,0.75
A9F23637362399023254F11,0,3,0.65
AA0736690152615719AA982,1,2,0.75
AA08365237452217583B1FF,1,4,0.55
AA223661858701301651452,1,2,0.75
AA243669191313407D363C8,1,4,0.55
AA2A36406812045985F8DFB,0,2,0.75
AA3C36519996090029B8D28,1,2,0.75
AA47367620481161264DFF4,1,4,0.55
AA5C3647848801016B18C81,1,4,0.55
AA5F36633563275127A8382,1,3,0.65
AA8536311566298241C488C,1,3,0.65
AA873623672249588C500ED,1,6,0.35
AA9636681775259636DDB67,1,9,0.05
AA9E36475161244549C4B7C,1,2,0.75
AA9F3641453325000F10865,0,6,0.35
AAAB364031361076938EDB3,1,3,0.65
AAB83629718317199C4F1F2,0,4,0.55
AABA3621562950518E69F47,1,3,0.65
AAC63663181536618649CA0,0,8,0.15
AAD6365650966077509194B,1,3,0.65
AAD6366959086017104D460,1,3,0.65
AADE365007947231430D963,1,3,0.65
AAE636389604486469D6975,0,3,0.65
AAEF3631575172961B7EEE2,1,2,0.75
AB0136501951378104CBC8F,1,2,0.75
AB073622243484723EE4410,1,2,0.75
AB0F36523169090784D545F,0,5,0.45
AB2536401858956257AFF28,1,3,0.65
AB3736618865060573178E9,1,9,0.05
AB423637441782332405502,0,3,0.65
AB4736146946283189CEE51,1,0,0.95
AB4D3638738526030A62F3A,1,2,0.75
AB7C3655985438121999743,1,6,0.35
AB9C366525172836876334C,1,4,0.55
ABBD36392701652133BA282,0,4,0.55
ABEA3640344718401C06989,1,3,0.65
ABF636659409594287E338D,1,4,0.55
ABFE3616072086890EA3AAA,0,2,0.75
AC353642102737189773B5A,1,5,0.45
AC45365389517722650BE3B,1,4,0.55
AC4F364316490357301A820,0,3,0.65
AC54365591028611139FFC0,1,4,0.55
AC613630421641884DA239D,1,3,0.65
AC763635227954480192169,1,3,0.65
AC90364445692810299E594,1,7,0.25
ACB83665176402698970CBB,1,2,0.75
ACBF3668496712268143F96,1,4,0.55
ACC3365032701777653ED7D,1,5,0.45
ACC636481705202112EA9D5,1,6,0.35
ACCF36401369608367CB569,1,4,0.55
ACD136515090664601644D0,1,2,0.75
ACD23662744894136F20D40,1,3,0.65
ACE13660787538141BFA0B8,1,2,0.75
ACEC36548500985824368CA,1,3,0.65
ACF53638836506710411C41,1,3,0.65
ACF5365916652976673A66F,1,3,0.65
AD083632001517865E6AF4E,1,4,0.55
AD093641379704959E73921,1,2,0.75
AD09365346960162618B73B,1,3,0.65
AD0E3646311026897FE3763,1,3,0.65
AD103631535596437DAB089,1,3,0.65
AD1036556120658227471DF,1,4,0.55
AD283620425699068054812,0,1,0.85
AD2E365342349013886DB8D,1,2,0.75
AD3C36654788038957A50E4,1,4,0.55
AD3D36661504838582D42B4,0,5,0.45
AD4F3613062238084391B29,1,3,0.65
AD5336259231516238B3300,1,3,0.65
AD5D36551084069234BB7BD,1,4,0.55
AD5D36883174960159767E9,1,8,0.15
ADA8364439656690162075C,1,3,0.65
ADA936708497276204E7C3D,1,2,0.75
ADB236400205074392F72BC,1,2,0.75
ADC23665965512831911DE2,1,5,0.45
ADDC3630296227747EEBCA1,0,2,0.75
ADF636146478644230CE200,1,3,0.65
ADF93650681847633E50D17,1,7,0.25
AE1936349791489365A3176,1,3,0.65
AE2B3618497505158810427,1,2,0.75
AE2C3661337201580F31D22,1,3,0.65
AE313647416677671F381FC,1,3,0.65
AE323665220817774C28609,1,2,0.75
AE3536611655082805CD74F,0,3,0.65
AE37362085402998820C4FB,1,3,0.65
AE3A36507393853405BD8F7,1,2,0.75
AE59366111773328153BF45,1,5,0.45
AE5F3661936913763B78095,1,2,0.75
AE6236362448599142C5D58,0,2,0.75
AE703616863041419AC4CA6,1,4,0.55
AE7036408447751562FF8E5,1,4,0.55
AEA736206547856836FB8FE,1,3,0.65
AEB13626207547559F83C88,1,5,0.45
AEBA36234484058041BF744,1,2,0.75
AEC436379972866346976A8,1,7,0.25
AED236139379888301FBDA2,1,3,0.65
AED936549482424306BEC32,1,3,0.65
AEDA3669999256112852FAD,1,2,0.75
AEDB36374033604460F3E08,1,3,0.65
AEEC363038503776229E9A7,1,2,0.75
AF0D362086902723845346B,1,3,0.65
AF13364070220208371F131,1,2,0.75
AF363644779056912A76225,1,4,0.55
AF51364131245462295C414,1,2,0.75
AF653639900418304D38A8D,1,2,0.75
AF723639929573032120ED9,1,2,0.75
AF793615434047059A10880,1,3,0.65
AF823632792287198CA2CD1,1,3,0.65
AF8C36555444448881B6C91,1,3,0.65
AF9A3649815912396F1F682,1,4,0.55
AFC536288331894232D4A44,0,4,0.55
AFF236224765172338784C0,1,4,0.55
AFFB3634032997446B83395,0,3,0.65
AFFD3712640510991CCD36E,1,3,0.65
B0043644617895938F42B6C,0,3,0.65
B01F36357947912266889E2,1,3,0.65
B03E3620901998892E3BB57,1,5,0.45
B04C3663202691704FCA0F4,1,3,0.65
B04F362035822724195C584,1,2,0.75
B0523665251491948972F67,1,2,0.75
B05D3620626212174A0A126,0,5,0.45
B05F3627093584529591E5B,1,4,0.55
B0723665735559460B7FC55,1,3,0.65
B076362802992833569236E,1,2,0.75
B07C365605681567013B82C,1,3,0.65
B08D36608033210914FE3A9,1,2,0.75
B094362593561285108755F,1,2,0.75
B0973632040677601A6053D,1,3,0.65
B0AF3619372155075821B52,1,5,0.45
B0AF3648422902176BA9BDA,1,3,0.65
B0AF3659340999755EF1EEE,0,2,0.75
B0AF36620648362587295FB,1,5,0.45
B0B1361727813978028487A,1,3,0.65
B0B83630210207997392208,1,2,0.75
B0BE3644321837367FDB122,1,3,0.65
B0CE36397966717727F4410,1,3,0.65
B0CF36593169485575A0257,1,6,0.35
B0D23660768078282CC20DD,1,3,0.65
B0DB3652848861724E3C9E9,1,7,0.25
B0E936592987493341E5FA9,1,4,0.55
B0E936678877910453A4248,1,3,0.65
B0EF3631282548352B381CE,1,4,0.55
B0F03660282366543C0A31C,1,2,0.75
B0F4366437761840198D9EB,1,3,0.65
B0F636172977328522A9046,1,2,0.75
B1143658728129281FEB0C8,1,3,0.65
B1143669538899347B166F6,0,2,0.75
B11A3634934666583AC35CF,1,2,0.75
B1303640515735431D471AD,1,4,0.55
B14136376107404476486D6,1,2,0.75
B14236563986925470F93BF,1,4,0.55
B144361854916252714AA48,1,5,0.45
B15836574431533934BD853,1,3,0.65
B16E36595636782744D4701,1,6,0.35
B1743625909028979BE5E09,1,4,0.55
B17636219784615318F6E90,0,2,0.75
B18036487900314454D19BE,1,5,0.45
B18C3651639291574AD4F05,1,4,0.55
B1CE36351519116299FBD6C,1,3,0.65
B1EC3654989012576A87743,0,3,0.65
B1F73628071382096012AD1,1,4,0.55
B2063648677492990EE4BF0,0,3,0.65
B21E3615571509389E80BDB,0,2,0.75
B248363689211373464CADF,0,1,0.85
B2553637047812436F51293,1,3,0.65
B276364338618251451895A,0,2,0.75
B2943625328585703EF826C,1,3,0.65
B2A73656891317563EFAE8B,1,7,0.25
B2B33629023899605873C2B,1,2,0.75
B2B63643643104211E05E9F,1,3,0.65
B2D03620603010460309411,1,4,0.55
B2D436152228842109ACABA,1,8,0.15
B2D53639109711045A04C1E,1,3,0.65
B2E73649114680692DF7554,0,3,0.65
B3133637695714798905FAB,1,3,0.65
B31D3654245217503AF3B90,0,5,0.45
B3223635383006293E0C790,1,4,0.55
B330364663192513288E85C,0,2,0.75
B3303654674476002340214,1,2,0.75
B3373653945216448163DB8,1,3,0.65
B33A36150060309498FD357,0,5,0.45
B3703621275841804D2E41D,1,3,0.65
B37536328018264112DA07C,1,5,0.45
B37C3618891008250DCDE62,1,2,0.75
B37F3613790006683DC42B2,1,2,0.75
B3BB36553347050332061F3,1,4,0.55
B3D3362683420350725ABED,0,2,0.75
B3E03627279257475D065F8,1,2,0.75
B3EE3615102648964AE51A7,1,3,0.65
B405365500482027155BDC6,1,1,0.85
B420362065881224423A767,0,9,0.05
B42C36563939152815086AB,1,3,0.65
B4703627169321227DCD047,1,5,0.45
B4723618400406818B042CA,1,2,0.75
B4823614638325712EA420D,1,2,0.75
B4A136400664476547AFB03,1,3,0.65
B4B036329137019827B1C67,0,2,0.75
B4C53632376526890B36422,1,4,0.55
B4C73656391415523CFC3EF,1,3,0.65
B4EA364726184033756D5F3,1,3,0.65
B4F33640832470257977FB0,1,4,0.55
B4FC36568180973517EC72A,1,3,0.65
B50736321378313708B957E,1,2,0.75
B523363682661923375B262,0,4,0.55
B52A3642159516938C32CE8,1,4,0.55
B5343629953966239F3EFCD,1,3,0.65
B53E3656508367157015901,0,3,0.65
B5413671898313679617EC2,1,4,0.55
B5423618331004122B13BE8,0,3,0.65
B568361907574127558A07E,1,2,0.75
B571366230619744259DB29,1,2,0.75
B57D36343717289890700FA,1,3,0.65
B57E366441375474837718A,1,3,0.65
B5873635194339229DD47B6,1,4,0.55
B5CB3646492261226C5B695,1,3,0.65
B5D036464753807949F3FF4,1,7,0.25
B5D5364260424874249C08E,1,4,0.55
B5E5363365098569371DE26,0,3,0.65
B5E63656340402943928E00,1,2,0.75
B5EC36579526907632E2208,1,5,0.45
B6263618853449432C80EA9,1,2,0.75
B6293646731714819C9090D,1,4,0.55
B632365068607722926050D,0,5,0.45
B64636344146962043354B8,1,4,0.55
B6493666760661769563BB9,1,3,0.65
B6773638716054363E97EEB,1,2,0.75
B67C36412412171893C290B,1,3,0.65
B68036455104055684FCD86,1,7,0.25
B691362483468285489B93B,1,2,0.75
B6A336137113381053F5B2D,0,3,0.65
B6BA36521129738993FFDD2,1,4,0.55
B6C0367313416084967F611,1,3,0.65
B6D0362244835715251BAED,1,3,0.65
B6D2362663741330250E5D7,1,2,0.75
B6E93624605856771B9C72D,1,4,0.55
B6EA363776014411260AD6C,0,5,0.45
B6ED3633542946852D8BF26,1,3,0.65
B72936298051022425B3E16,0,4,0.55
B73F3644082248688B61FC8,1,4,0.55
B74136632374097401837FF,1,7,0.25
B75736629235415706C8239,1,4,0.55
B75A365219834845089D2AC,0,2,0.75
B7613614580561649BE093F,0,2,0.75
B76C36529985985827C438F,1,3,0.65
B77336574230445398D06CA,1,3,0.65
B78036336877614227AE25A,1,6,0.35
B790366239546410882ABAD,1,3,0.65
B7C136337126428474042F4,0,4,0.55
B7E23665216794466BDD00D,1,3,0.65
B7EE3659721559435AEF67E,1,2,0.75
B81B36431989074632FA3CC,1,3,0.65
B82036665902926626B7F58,1,6,0.35
B82836342157292299995C8,1,2,0.75
B82B365658621519847AF73,1,2,0.75
B82F3659261303234B1F8D9,0,1,0.85
B859366890292219906EAD5,1,2,0.75
B87136461105899849B8DA9,1,2,0.75
B8813627147732269816979,0,4,0.55
B8AD3661084196544F01D97,1,3,0.65
B8D136471754425812C6F40,1,5,0.45
B8E136674152358988FAB0E,1,2,0.75
B9033641666888794C50922,0,3,0.65
B9033649080687029D22E37,1,3,0.65
B93C36210206726637EFA48,0,3,0.65
B93C3651563218318C90081,1,1,0.85
B96F3618092099338891CAD,1,5,0.45
B97F36642657205045EEA5F,1,0,0.95
B9803644238040490834A4E,1,2,0.75
B9973635916741497058FC8,0,3,0.65
B99F365746995712384417C,1,0,0.95
B9A436680688335764B4E81,1,3,0.65
B9C236453824081692FE737,1,3,0.65
BA04361385770072419284A,0,4,0.55
BA163644407866707316E50,1,4,0.55
BA2B3649756978047165F90,0,3,0.65
BA4B36488635435669D10AD,0,3,0.65
BA5C36260667492093B4E4D,1,2,0.75
BA5D36559521312369D7648,1,3,0.65
BA603662016176154E8B9F8,1,3,0.65
BA643634780204191F4AB8D,1,7,0.25
BA6E3647481962993FB48C1,1,4,0.55
BA7336260221452653D3E57,1,4,0.55
BA773644519195718C6C2DA,1,2,0.75
BA8036238756127140421FE,1,5,0.45
BA8536573888541019EA945,0,8,0.15
BA993649351834611E6B979,1,8,0.15
BAAB36344018178697F3FB6,1,3,0.65
BAAE3645433077682D33782,0,2,0.75
BABE3631425210510011474,1,4,0.55
BABF3617673635455A74E2C,1,2,0.75
BAD436414124900281447DA,1,3,0.65
BAF536220371290142BE00B,1,6,0.35
BAFA36625500345780DF0A9,0,5,0.45
BAFD3657136725313198EEF,1,2,0.75
BB0036174875193896AB18D,1,3,0.65
BB0336330112952770F7420,1,3,0.65
BB1A36534635857251F4858,1,5,0.45
BB3736591444407470AB807,1,2,0.75
BB3A362402428506437CAB2,1,3,0.65
BB3F368668921593348CA5A,1,4,0.55
BB42366474768955139A0D9,1,2,0.75
BB5E3653196025321D92308,0,6,0.35
BB7B364485439732097AEE0,1,2,0.75
BB813666727655477EC4D74,1,3,0.65
BB83363266827950347E037,1,4,0.55
BB8F36309588929239A77F0,1,4,0.55
BB943643664459079ABBEC6,1,5,0.45
BBAE36401581125884330B1,1,4,0.55
BBB73643818000420742057,0,3,0.65
BBE836633947375046D54EC,1,4,0.55
BC283656276188778891BD9,0,1,0.85
BC2A36344670179045B682E,1,2,0.75
BC2E3628494241621EFEFD5,1,3,0.65
BC423616848994246C93D54,0,3,0.65
BC523616507111292D9F867,0,3,0.65
BC6036368679995362F0BF5,0,2,0.75
BC793640192674420150AB7,0,2,0.75
BC7C36426576718167B3EDF,1,3,0.65
BC8736695319450306B3409,1,3,0.65
BC92364840387354718FB6A,0,4,0.55
BC943628172652340797F30,0,3,0.65
BC993620708817093DEACAA,1,3,0.65
BCB73633423421615B84C4D,0,3,0.65
BCB836481104942696E6DCC,1,3,0.65
BCE336624220782974B3436,1,9,0.05
BCE5366564444040492DF61,1,9,0.05
BCF43661239657810D94921,1,7,0.25
BD0836599701272763FDE6A,1,9,0.05
BD1436358155525454AE9FA,0,3,0.65
BD1D3614532221834E61ECE,1,3,0.65
BD2D3649111061261D7B4CD,1,6,0.35
BD333631454117314EFB7C8,1,3,0.65
BD493643567683847644B71,0,2,0.75
BD4C3631880778346E381AF,1,4,0.55
BD4D3627886102460D42F61,1,4,0.55
BD57361848118823295C8E5,1,3,0.65
BD573650025932128186114,1,4,0.55
BD6B362367530985644A524,0,2,0.75
BD6E3641200937486BD7B74,0,4,0.55
BD753627926406629E3A991,1,3,0.65
BD7936213994992158B3902,1,3,0.65
BD873633681413514DF0A0E,0,3,0.65
BD8E365191111123571985C,0,2,0.75
BD94365564449972536F1CB,1,2,0.75
BD97364223369319117C1CD,1,2,0.75
BDC836329453843566C67C1,1,3,0.65
BDCB3639319389475923E3E,1,3,0.65
BDCD366329927855471B146,1,2,0.75
BDE336622540361308CCFBD,1,2,0.75
BDFC36423927000804ED82F,1,2,0.75
BE33367018384859971A205,1,3,0.65
BE4A3664156740729E687B0,0,2,0.75
BE53364854338545892C548,1,6,0.35
BE543633244900928A54C8F,1,4,0.55
BE6436247904318555D39AF,1,3,0.65
BE753652561526756E860D2,1,9,0.05
BE78362809290657708B59D,1,3,0.65
BE88364325299641447B8F6,1,5,0.45
BE893647977799799026023,1,2,0.75
BEB336136250334513D34D4,1,3,0.65
BEC136489738229552C141B,1,3,0.65
BEDC362618144663796F97F,1,3,0.65
BEE336342885834331C4CF4,1,4,0.55
BEF0361450629367252BF7C,1,2,0.75
BF063635936048766474D8F,0,3,0.65
BF0636695525081394E6B77,1,5,0.45
BF2E3663871094312B01A32,0,2,0.75
BF3936245364454170065F1,1,3,0.65
BF3A3643935626160A12912,1,5,0.45
BF4636468152518470C494D,1,6,0.35
BF5F36374833956798CF29C,1,4,0.55
BF603642931025471C06DCF,0,2,0.75
BF7636543270904592C7FF2,1,3,0.65
BFA63665160312238817FF3,1,4,0.55
BFB93655504045836CFEDED,1,1,0.85
BFBE365696604707125DA39,1,4,0.55
BFCF3629805415459CF105D,1,3,0.65
BFD73663579428592F313F6,0,2,0.75
BFE036462962482397793CE,1,3,0.65
BFEC36297356630731A0544,1,3,0.65
BFFD3652517950785EAC0AA,1,4,0.55
C00036479643469489737E7,1,2,0.75
C01136691620961363BDE19,1,3,0.65
C01E3631791662638F4B61C,1,4,0.55
C0363617511420301B59165,1,3,0.65
C043364141970178697E35A,1,2,0.75
C047365903049439794E212,1,2,0.75
C04C36410701192792FA9B7,1,3,0.65
C0603653183886641547642,1,4,0.55
C0823651857094292E6ADDD,1,3,0.65
C0993632027837787EA6134,1,5,0.45
C0A236181462782141A437D,1,2,0.75
C0D43645359828361754382,1,3,0.65
C0D636826851855111E30A6,1,3,0.65
C0E336169704270037AD667,1,4,0.55
C0E436508560431455819C9,1,1,0.85
C0EE36168160116935390C2,1,3,0.65
C10336606898260555B2263,0,5,0.45
C11F364886709264592D5E6,1,2,0.75
C1253630586821893F49267,1,2,0.75
C15236452970040424445ED,1,2,0.75
C1523669590562608FD0098,1,4,0.55
C1623657238109917EB7576,1,6,0.35
C16B36490016645730F0ADC,1,2,0.75
C17D3645887446902979224,1,5,0.45
C18C3658947999593DD49AD,1,5,0.45
C19A3630650085204482415,1,2,0.75
C1A636187766976786194CD,1,5,0.45
C1A73644106247640890974,1,4,0.55
C1AD3644148477575425532,1,5,0.45
C1CD362786591366150139F,0,4,0.55
C1E83649656185340F0F0EA,1,3,0.65
C208362071087697590268B,1,2,0.75
C22036534771640675BCD6D,1,2,0.75
C24336557556716793BE0D3,1,3,0.65
C24E3622170956658CFBCFF,1,3,0.65
C2633661062951521F878E2,1,8,0.15
C287366021397264348DC2B,1,1,0.85
C2AF36285683010850505B4,0,3,0.65
C2BC3637023377136DD449F,1,3,0.65
C2BD3647018867584FB550C,1,3,0.65
C2C836229510877809AB2B1,1,5,0.45
C2DA36418211472671F46F2,1,2,0.75
C3123641231697634257A58,0,4,0.55
C317363018308955349B0F8,1,0,0.95
C31A3623423656985931AAB,1,3,0.65
C32F36471974096177FC20D,1,4,0.55
C33636170370838198E10E7,1,3,0.65
C33D3655647609544ADFACC,1,9,0.05
C33E36343059758533B7E73,0,3,0.65
C33F3629477761747ECFA67,1,3,0.65
C35936807252134655BD02B,1,9,0.05
C35E3639462258581303E86,1,3,0.65
C36D36653764022469A1549,0,4,0.55
C3743625546991170E2F1F7,1,4,0.55
C39B3636686645125750EBF,0,3,0.65
C3CA36419315202642B93D6,0,4,0.55
C3D036391647447196112C6,1,2,0.75
C3D83650334960374B7F001,1,5,0.45
C3D93642548581120127F09,1,3,0.65
C3DC36323228927768DEEB5,1,2,0.75
C3ED36122040538993249B1,1,3,0.65
C3F43657559467775480C93,1,2,0.75
C40A361279439158488BA94,1,3,0.65
C41236268777093713E0AF9,1,2,0.75
C4143657193401240EE0131,1,5,0.45
C41A3669695872287224D42,1,4,0.55
C43B36640565295683A2EEF,1,3,0.65
C4443655947188279043EF7,1,4,0.55
C479364639448801565C599,1,2,0.75
C47D3650170203472790202,1,2,0.75
C48936547575741963B99C3,1,6,0.35
C4993630015173353FF1D82,1,2,0.75
C4A83662503870753D15A84,0,3,0.65
C4E2366688011771000E199,1,6,0.35
C4FF36499826414590AAED9,0,6,0.35
C50736482250783196F380C,1,2,0.75
C5293652647504986F85BB9,1,6,0.35
C52F3660465238145250264,1,9,0.05
C53B36503758332956F0F20,1,5,0.45
C53B3656445718882EE3CB3,1,2,0.75
C54236183268494136442D5,1,2,0.75
C54A363366649358050E130,1,2,0.75
C54F3665550655357E56EA6,1,4,0.55
C5503629050767466E0990C,1,2,0.75
C58C3615777119776A4D708,1,3,0.65
C5923661362691184A5C5A9,1,3,0.65
C5A83642681979344256CF1,1,3,0.65
C5AA36632639975362D0653,1,2,0.75
C5F936336257177057CFB2A,1,2,0.75
C60736471826661722726B4,1,4,0.55
C60C3656331529294BBDC3A,1,3,0.65
C614361868208355287ACC2,1,6,0.35
C61E3665364072425DD9CF5,1,6,0.35
C62F36530179019824861BE,1,2,0.75
C63A3660324728632855181,1,3,0.65
C642366171147342296A8DB,1,5,0.45
C6613647202472182FB739C,1,2,0.75
C6633636473947872E16C17,1,3,0.65
C6653653558800733DB6A6C,1,3,0.65
C6703670866286847B25573,1,5,0.45
C67C3683025662744024F6B,1,3,0.65
C67E3649894839222DBF12A,1,7,0.25
C6863665279770311A75C78,1,9,0.05
C68736311769252029388AB,1,3,0.65
C68B3633269766433D8AF64,1,3,0.65
C6953625057911338398B76,1,3,0.65
C69C3668912221264E7FC7F,1,2,0.75
C6AC36347190695990BFC39,1,3,0.65
C6B13648246014075441915,1,4,0.55
C6C53646965316241DFC320,1,2,0.75
C6C836650727781807EA109,1,9,0.05
C6D736377886332356BE0D2,1,3,0.65
C6DB3651973911704203BA4,1,3,0.65
C6F13614620393860430574,1,2,0.75
C6FB3641218897588E77673,1,4,0.55
C70F3674652322959F58523,1,3,0.65
C7163657545416436837023,1,5,0.45
C7213655550089595EB3835,1,3,0.65
C72D36448975244702E248D,1,3,0.65
